ListKey	cooling	deck	dishwasher	heating	last_sold	laundry	num_rooms	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore	Street	City	State	Zipcode
467					"161,000"		2	1	0		7	Auction	from $20K		6	"13241 S Bayberry Ln, Plainfield, IL60544"	2	1	1267	2000	435	Auction.com	http://www.zillow.com/homedetails/13241-S-Bayberry-Ln-Plainfield-IL-60544/55685128_zpid/		0	38	13241 S Bayberry Ln	 Plainfield	IL	60544
468							3	1	8		4.333333333	Auction	from $15K		6	"630 Iola Ave, Romeoville, IL60446"	3	1		1959	"6,969"	Auction.com	http://www.zillow.com/homedetails/630-Iola-Ave-Romeoville-IL-60446/5411663_zpid/		0	45	630 Iola Ave	 Romeoville	IL	60446
469					"67,000"		2	1	0		2	Auction	from $15K		6	"2114 S 61st Ave, Cicero, IL60804"	2	1	1032	1919	"4,356"	Auction.com	http://www.zillow.com/homedetails/2114-S-61st-Ave-Cicero-IL-60804/3822664_zpid/		0	78	2114 S 61st Ave	 Cicero	IL	60804
470							12	1	0		2	Auction	from $10K		6	"3050 E 93rd St, Chicago, IL60617"	12	5	4233	1885	"3,484"	Auction.com	http://www.zillow.com/homedetails/3050-E-93rd-St-Chicago-IL-60617/2104290945_zpid/		62	75	3050 E 93rd St	 Chicago	IL	60617
471							2	1	0		7	Auction	from $10K		6	"8665 W Foster Ave 3a APT 3A, Chicago, IL60656"	2	2		1977	"4,356"	Auction.com	http://www.zillow.com/homedetails/8665-W-Foster-Ave-3a-APT-3A-Chicago-IL-60656/2104290942_zpid/		33	36	8665 W Foster Ave 3a APT 3A	 Chicago	IL	60656
472							8	1	0		6.666666667	Auction	from $125K		6	"722 Mulford St, Evanston, IL60202"	8		3703	1961	"3,920"	Auction.com	http://www.zillow.com/homedetails/722-Mulford-St-Evanston-IL-60202/2104290936_zpid/		0	71	722 Mulford St	 Evanston	IL	60202
473							2	1	0		5.333333333	Auction	from $25K		6	"4143 N Central Park Ave G APT G, Chicago, IL60618"	2	1		1924	435	Auction.com	http://www.zillow.com/homedetails/4143-N-Central-Park-Ave-G-APT-G-Chicago-IL-60618/2104290939_zpid/		67	84	4143 N Central Park Ave G APT G	 Chicago	IL	60618
474							2	1	0		7	Auction	from $175K		6	"3426 N Ashland Ave 3s APT 3S, Chicago, IL60657"	2	2	1200	2003	435	Auction.com	http://www.zillow.com/homedetails/3426-N-Ashland-Ave-3s-APT-3S-Chicago-IL-60657/2104290940_zpid/		0	94	3426 N Ashland Ave 3s APT 3S	 Chicago	IL	60657
475					"58,000"		2	1	2		5	Auction	from $5K		6	"601 E Keys St, Marissa, IL62257"	2	1		2007	"6,098"	Auction.com	http://www.zillow.com/homedetails/601-E-Keys-St-Marissa-IL-62257/53606470_zpid/		0	19	601 E Keys St	 Marissa	IL	62257
476					"125,500"		3	1	0		5.666666667	Auction	from $20K		6	"1 W Manor Dr, Pontiac, IL61764"	3		1269	1965	11325.6	Auction.com	http://www.zillow.com/homedetails/1-W-Manor-Dr-Pontiac-IL-61764/105629966_zpid/		0	26	1 W Manor Dr	 Pontiac	IL	61764
477							5	1	0		4.666666667	Auction	from $5K		6	"4121 W Arthington St, Chicago, IL60624"	5	2	2198	1890	"3,049"	Auction.com	http://www.zillow.com/homedetails/4121-W-Arthington-St-Chicago-IL-60624/2123002684_zpid/		68	72	4121 W Arthington St	 Chicago	IL	60624
478					"62,500"		2	1	0		4.333333333	Auction	from $15K		6	"9412 S Justine St, Chicago, IL60620"	2		1122	1948	"3,484"	Auction.com	http://www.zillow.com/homedetails/9412-S-Justine-St-Chicago-IL-60620/4121980_zpid/		56	80	9412 S Justine St	 Chicago	IL	60620
479							2	1	0		6.666666667	Auction	from $25K		6	"10001 /2 Dodge Ave, Evanston, IL60202"	2		1062	1958	435	Auction.com	http://www.zillow.com/homedetails/10001-2-Dodge-Ave-Evanston-IL-60202/2104293709_zpid/		0	77	10001 /2 Dodge Ave	 Evanston	IL	60202
480							0	1	0		9.333333333	House For Sale	295000	267000	6	"7327 North Ave, River Forest, IL60305"					"4,484"	Berkshire Hathaway HomeServices KoenigRubloff Realty Group	http://www.zillow.com/homedetails/7327-North-Ave-River-Forest-IL-60305/2108041261_zpid/		0	63	7327 North Ave	 River Forest	IL	60305
481	1	1	1	1	"246,500"		9	1	2		7.333333333	House For Sale	272500	292000	6	"1680 Cambria Ln, Algonquin, IL60102"	4		2893	1997	13939.2	Berkshire Hathaway HomeServices KoenigRubloff Realty Group	http://www.zillow.com/homedetails/1680-Cambria-Ln-Algonquin-IL-60102/4609863_zpid/		0	12	1680 Cambria Ln	 Algonquin	IL	60102
482							2	1	0		9	Townhouse For Sale	149900		6	"948 Vernon Ct # 948, Vernon Hills, IL60061"	2		1172	1979		Berkshire Hathaway HomeServices KoenigRubloff Realty Group	http://www.zillow.com/homedetails/948-Vernon-Ct-948-Vernon-Hills-IL-60061/2104293825_zpid/		0	72	948 Vernon Ct # 948	 Vernon Hills	IL	60061
483	1		1			1	3	1	2		8.333333333	House For Sale	322440		6	"2825 Henley Ln, Naperville, IL60540"	3	3	1881	2014		Little Realty	http://www.zillow.com/homedetails/2825-Henley-Ln-Naperville-IL-60540/2104294032_zpid/		0	42	2825 Henley Ln	 Naperville	IL	60540
484	1			1	"54,000"	1	5	1	1	1	1.333333333	House For Sale	50000	70000	6	"108 157th St, Calumet City, IL60409"	2	1	1357	1922	"4,791"	Keller Williams Realty Infinity	http://www.zillow.com/homedetails/108-157th-St-Calumet-City-IL-60409/4284970_zpid/		0	50	108 157th St	 Calumet City	IL	60409
485							2	1	0			Townhouse For Sale	150000	141000		"1617 Waxwing Ct, Schaumburg, IL60173"	2	3	1288	1973	645	Keller Williams Realty Infinity	http://www.zillow.com/homedetails/1617-Waxwing-Ct-Schaumburg-IL-60173/3400902_zpid/		0	51	1617 Waxwing Ct	 Schaumburg	IL	60173
486	1		1	1	"198,000"	1	3	1	0		8.666666667	House For Sale	195000	192000	7	"316 Falling Leaf Way, Mascoutah, IL62258"	4	3	2700	2007	14810.4	RE/MAX Signature Properties	http://www.zillow.com/homedetails/316-Falling-Leaf-Way-Mascoutah-IL-62258/89187267_zpid/		0	1	316 Falling Leaf Way	 Mascoutah	IL	62258
487	1			1		1	2	1	1	1	3.666666667	House For Sale	99900	135000	7	"2820 46th St, Rock Island, IL61201"	2	2	1290	1954	29620.8	RE/MAX Elite Homes	http://www.zillow.com/homedetails/2820-46th-St-Rock-Island-IL-61201/5207649_zpid/		0	11	2820 46th St	 Rock Island	IL	61201
488	1				"91,000"		1	1	2		9.666666667	House For Sale	275000	398000	7	"254 N Michigan Ave, Elmhurst, IL60126"	1	1	1520	1924	"8,263"	@properties	http://www.zillow.com/homedetails/254-N-Michigan-Ave-Elmhurst-IL-60126/4460751_zpid/		34	85	254 N Michigan Ave	 Elmhurst	IL	60126
489	1				"220,000"		6	1	0		2.666666667	House For Sale	169000	156000	7	"507 W 45th St, Chicago, IL60609"	2	2	1800	2014	"3,125"	@properties	http://www.zillow.com/homedetails/507-W-45th-St-Chicago-IL-60609/3981199_zpid/		68	69	507 W 45th St	 Chicago	IL	60609
490	1		1		"294,500"	1	8	1	0		9.666666667	House For Sale	369000	244000	7	"306 Waverly Rd, Barrington, IL60010"	3	1	1072	1950	13503.6	@properties	http://www.zillow.com/homedetails/306-Waverly-Rd-Barrington-IL-60010/4863006_zpid/		0	55	306 Waverly Rd	 Barrington	IL	60010
491							5	1	0		6.333333333	House For Sale	274900	190000	7	"1679 Cr 2500n, Arthur, IL61911"	5		4200	2001	217800	Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/1679-Cr-2500n-Arthur-IL-61911/115711534_zpid/		0	6	1679 Cr 2500n	 Arthur	IL	61911
492							0	1	0		2	Lot/Land For Sale	18900		7	"2958 S 5th St, Springfield, IL62703"					"7,500"	Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/2958-S-5th-St-Springfield-IL-62703/2104295655_zpid/		0	57	2958 S 5th St	 Springfield	IL	62703
493							3	1	0		6.333333333	House For Sale	64990	65000	7	"214 E Olive St, Canton, IL61520"	3		1360	1901	"2,624"	Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/214-E-Olive-St-Canton-IL-61520/105608159_zpid/		0	65	214 E Olive St	 Canton	IL	61520
494					"240,000"		4	1	0		5.666666667	House For Sale	289500	238000	7	"3802 N Northwood Ave, Peoria, IL61614"	4		2432	1930	60	Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/3802-N-Northwood-Ave-Peoria-IL-61614/5129704_zpid/		0	57	3802 N Northwood Ave	 Peoria	IL	61614
495					"62,500"		1	1	0		3.333333333	Condo For Sale	46900	63000	7	"3524 W Richwoods Blvd, Peoria, IL61604"	1			1979		Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/3524-W-Richwoods-Blvd-Peoria-IL-61604/5115409_zpid/		0	6	3524 W Richwoods Blvd	 Peoria	IL	61604
496							2	1	0		8.333333333	House For Sale	95000	98000	7	"1145 E 1st St, Coal City, IL60416"	2	1	1100		"10,860"	Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/1145-E-1st-St-Coal-City-IL-60416/89999846_zpid/		0	32	1145 E 1st St	 Coal City	IL	60416
497					"158,000"		4	1	0		7	House For Sale	198000	219000	7	"40 Timbercreek Dr W, Yorkville, IL60560"	4		2088			Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/40-Timbercreek-Dr-W-Yorkville-IL-60560/4728072_zpid/		0	0	40 Timbercreek Dr W	 Yorkville	IL	60560
498	1			1	"125,000"		9	1	2		7.333333333	Foreclosure	279500	241000	7	"12605 Francis Rd, Mokena, IL60448"	3	2	1800		20037.6	Coldwell Banker Honig-Bell	http://www.zillow.com/homedetails/12605-Francis-Rd-Mokena-IL-60448/5417292_zpid/		0	5	12605 Francis Rd	 Mokena	IL	60448
499							3	1	0		4.333333333	House For Sale	195000	165000	7	"510 N 2900TH Ave, URSA, IL62376"	3		2116	1987	255261.6	"RiverCity Real Estate Group, Inc."	http://www.zillow.com/homedetails/510-N-2900TH-Ave-Ursa-IL-62376/91329157_zpid/		0	0	510 N 2900TH Ave	 URSA	IL	62376
500	1	1			"155,000"		3	1	2	1	6.666666667	House For Sale	142500	154000	7	"33 Reading Rd, Bloomington, IL61701"	3		1924	1992		Berkshire Hathaway Snyder Real Estate	http://www.zillow.com/homedetails/33-Reading-Rd-Bloomington-IL-61701/76966283_zpid/		0	20	33 Reading Rd	 Bloomington	IL	61701
501	1	1	1	1	"275,000"	1	4	1	1		4.666666667	Condo For Sale	239000	253000	7	"917 W Agatite Ave APT 4F, Chicago, IL60640"	2	2	1300	2007		KoenigRubloff Realty Group	http://www.zillow.com/homedetails/917-W-Agatite-Ave-APT-4F-Chicago-IL-60640/87727347_zpid/		75	92	917 W Agatite Ave APT 4F	 Chicago	IL	60640
502	1	1	1	1	"379,000"	1	4	1	0	1	4.666666667	House For Sale	309900	294000	7	"1040 N Yale Ave, Villa Park, IL60181"	4		2094	1998	"9,500"	REMAX ACHIEVERS	http://www.zillow.com/homedetails/1040-N-Yale-Ave-Villa-Park-IL-60181/4412627_zpid/		0	41	1040 N Yale Ave	 Villa Park	IL	60181
503	1		1	1	"460,000"	1	4	1	3		6	House For Sale	499900	492000	7	"600 Rookery Ln, Joliet, IL60431"	4		4000	2007		EXIT Realty Redefined	http://www.zillow.com/homedetails/600-Rookery-Ln-Joliet-IL-60431/61229842_zpid/	1	0	10	600 Rookery Ln	 Joliet	IL	60431
504			1				2	1	0		4.333333333	House For Sale	169000	120000	7	"2118 Moonlight Bay Ln, Sterling, IL61081"	2	2	1085	1957	34848	"Heartland Realty II, LLC"	http://www.zillow.com/homedetails/2118-Moonlight-Bay-Ln-Sterling-IL-61081/115683570_zpid/		0	2	2118 Moonlight Bay Ln	 Sterling	IL	61081
505	1	1	1	1	"328,000"	1	8	1	2	1	9.333333333	House For Sale	329900	317000	7	"39W203 Acres Pl, Geneva, IL60134"	4		2228	1998	"9,147"	RE/MAX Great American North	http://www.zillow.com/homedetails/39W203-Acres-Pl-Geneva-IL-60134/4666493_zpid/		0	23	39W203 Acres Pl	 Geneva	IL	60134
506	1		1				7	1	0		6	House For Sale	620000		7	"8138 Floral Ave, Skokie, IL60077"	3		2300	2014		@properties	http://www.zillow.com/homedetails/8138-Floral-Ave-Skokie-IL-60077/2104299196_zpid/		0	81	8138 Floral Ave	 Skokie	IL	60077
507	1		1		"439,000"	1	9	1	0		6.666666667	House For Sale	899000	721000	7	"180 Lake St, Glencoe, IL60022"	4		3000	1921	"7,050"	@properties	http://www.zillow.com/homedetails/180-Lake-St-Glencoe-IL-60022/3360552_zpid/		0	46	180 Lake St	 Glencoe	IL	60022
508	1		1				8	1	0		6	House For Sale	680000		7	"8142 Floral Ave, Skokie, IL60077"	4		2625	2014		@properties	http://www.zillow.com/homedetails/8142-Floral-Ave-Skokie-IL-60077/2104299197_zpid/		0	83	8142 Floral Ave	 Skokie	IL	60077
509	1				"263,000"		5	1	1		8.666666667	Condo For Sale	179000	166000	7	"8650 N Shermer Rd APT 108, Niles, IL60714"	2	2		1997		@properties	http://www.zillow.com/homedetails/8650-N-Shermer-Rd-APT-108-Niles-IL-60714/49915930_zpid/		0	69	8650 N Shermer Rd APT 108	 Niles	IL	60714
510							9	1	0		4.666666667	Apartment For Sale	339900	308000	7	"4549 N Kildare Ave, Chicago, IL60630"	4	2		1906		@properties	http://www.zillow.com/homedetails/4549-N-Kildare-Ave-Chicago-IL-60630/2116433050_zpid/		67	82	4549 N Kildare Ave	 Chicago	IL	60630
511	1				"169,000"		2	1	0		5.333333333	Condo For Sale	229000	168000	7	"3963 W Belmont Ave UNIT 601, Chicago, IL60618"	2	2	1625	2014		@properties	http://www.zillow.com/homedetails/3963-W-Belmont-Ave-UNIT-601-Chicago-IL-60618/113952504_zpid/		59	86	3963 W Belmont Ave UNIT 601	 Chicago	IL	60618
512							2	1	0	1	3.666666667	House For Sale	119900	116000	7	"1308 Douglas Ter, Dixon, IL61021"	2		1176	1959	"9,147"	"Heartland Realty II, LLC"	http://www.zillow.com/homedetails/1308-Douglas-Ter-Dixon-IL-61021/115689130_zpid/		0	15	1308 Douglas Ter	 Dixon	IL	61021
513	1		1		"27,000"	1	4	1	2	1	5	House For Sale	175000	176000	7	"712 Illinois Ave, Collinsville, IL62234"	4	5	2717	2005	2178000	RE/MAX ALLIANCE	http://www.zillow.com/homedetails/712-Illinois-Ave-Collinsville-IL-62234/72604054_zpid/		0	64	712 Illinois Ave	 Collinsville	IL	62234
514		1	1		"272,000"		4	1	0		6.333333333	House For Sale	254900		7	"1712 Grand Highlands Dr, Plainfield, IL60586"	4		2508	1999		Coldwell Banker Residential Brokerage - Naperville	http://www.zillow.com/homedetails/1712-Grand-Highlands-Dr-Plainfield-IL-60586/51399826_zpid/		0	15	1712 Grand Highlands Dr	 Plainfield	IL	60586
515					"121,500"		4	1	9		3.333333333	House For Sale	159900		7	"3547 Fairway Dr, Crete, IL60417"	4	2	2086	1991	12632.4	Coldwell Banker Residential Brokerage - Schererville	http://www.zillow.com/homedetails/3547-Fairway-Dr-Crete-IL-60417/5458022_zpid/		0	1	3547 Fairway Dr	 Crete	IL	60417
516		1	1		"76,000"		3	1	0		7.666666667	House For Sale	139900		7	"635 Oak Park Ave, Beecher, IL60401"	3		1500	1920		Coldwell Banker Residential Brokerage - Schererville	http://www.zillow.com/homedetails/635-Oak-Park-Ave-Beecher-IL-60401/5455300_zpid/		0	35	635 Oak Park Ave	 Beecher	IL	60401
517							2	1	0		9	Condo For Sale	162900		7	"17927 Alaska Ct, Orland Park, IL60467"	2			2000		Coldwell Banker Residential Brokerage - Orland Park	http://www.zillow.com/homedetails/17927-Alaska-Ct-Orland-Park-IL-60467/4203452_zpid/		0	26	17927 Alaska Ct	 Orland Park	IL	60467
518							2	1	0		9.666666667	Co-op For Sale	111000		7	"4221 Saratoga Ave APT 115A, Downers Grove, IL60515"	2	2	1118	1971		Coldwell Banker Residential Brokerage - La Grange	http://www.zillow.com/homedetails/4221-Saratoga-Ave-APT-115A-Downers-Grove-IL-60515/4561926_zpid/		0	57	4221 Saratoga Ave APT 115A	 Downers Grove	IL	60515
519	1		1	1	"250,000"	1	9	1	2		3.333333333	House For Sale	399000		7	"131 Amber Ct, West Chicago, IL60185"	5		3016	1991	19602	Coldwell Banker Residential Brokerage - Naperville	http://www.zillow.com/homedetails/131-Amber-Ct-West-Chicago-IL-60185/4361207_zpid/		0	41	131 Amber Ct	 West Chicago	IL	60185
520			1		"138,000"		1	1	0		8.666666667	Foreclosure	69900		7	"906 S Elmwood Ave APT 3, Oak Park, IL60304"	1	1		1930		Coldwell Banker Residential Brokerage - Glenview	http://www.zillow.com/homedetails/906-S-Elmwood-Ave-APT-3-Oak-Park-IL-60304/87691304_zpid/		0	74	906 S Elmwood Ave APT 3	 Oak Park	IL	60304
521	1		1	1	"209,500"		5	1	0		4.666666667	Condo For Sale	239000		7	"1713 W North Ave UNIT 1F, Chicago, IL60622"	2	1	1000	1893		Coldwell Banker Residential Brokerage - La Grange	http://www.zillow.com/homedetails/1713-W-North-Ave-UNIT-1F-Chicago-IL-60622/70465214_zpid/	1	72	95	1713 W North Ave UNIT 1F	 Chicago	IL	60622
522					"252,285"		4	1	0		4.666666667	Foreclosure	243900		7	"277 Fox Bend Cir, Bolingbrook, IL60440"	4		2199	2000	"9,583"	Coldwell Banker Residential Brokerage - Naperville	http://www.zillow.com/homedetails/277-Fox-Bend-Cir-Bolingbrook-IL-60440/5407044_zpid/		0	8	277 Fox Bend Cir	 Bolingbrook	IL	60440
523					"121,000"		2	1	8		7.333333333	Condo For Sale	145000		7	"2S760 Timber Dr, Warrenville, IL60555"	2		1403	1987	"1,093"	Coldwell Banker Residential Brokerage - Naperville	http://www.zillow.com/homedetails/2S760-Timber-Dr-Warrenville-IL-60555/4424151_zpid/		0	44	2S760 Timber Dr	 Warrenville	IL	60555
524							6	1	1		4.666666667	House For Sale	499000		7	"1108 N Princeton Ave, Villa Park, IL60181"	6		3700	2002	"9,050"	Coldwell Banker Residential Brokerage - Lombard	http://www.zillow.com/homedetails/1108-N-Princeton-Ave-Villa-Park-IL-60181/4412602_zpid/		0	34	1108 N Princeton Ave	 Villa Park	IL	60181
525			1				0	1	0		7	Co-op For Sale	40000		7	"1765 E 55th St APT A3, Chicago, IL60615"		1		1926		Coldwell Banker Residential Brokerage - Edgebrook	http://www.zillow.com/homedetails/1765-E-55th-St-APT-A3-Chicago-IL-60615/2125286834_zpid/		68	86	1765 E 55th St APT A3	 Chicago	IL	60615
526					"48,000"		4	1	0	1	5	House For Sale	149900		7	"9431 S Racine Ave, Chicago, IL60620"	4	1	1400	1923	"4,687"	Coldwell Banker Residential Brokerage - Oak Lawn	http://www.zillow.com/homedetails/9431-S-Racine-Ave-Chicago-IL-60620/4122719_zpid/		62	67	9431 S Racine Ave	 Chicago	IL	60620
527		1	1		"462,500"		3	1	0		9.333333333	House For Sale	495000		7	"45 N Stone Ave, La Grange, IL60525"	3		1365	1879	"4,120"	Coldwell Banker Residential Brokerage - La Grange	http://www.zillow.com/homedetails/45-N-Stone-Ave-La-Grange-IL-60525/3888073_zpid/		0	67	45 N Stone Ave	 La Grange	IL	60525
528					"1,015,000"		3	1	0		5.666666667	Condo For Sale	1400000		7	"132 E Delaware Pl APT 5401, Chicago, IL60611"	3	3	2494	1989		Coldwell Banker Residential Brokerage - Gold Coast	http://www.zillow.com/homedetails/132-E-Delaware-Pl-APT-5401-Chicago-IL-60611/3849026_zpid/		92	100	132 E Delaware Pl APT 5401	 Chicago	IL	60611
529							4	1	0	1	7	House For Sale	135000		7	"2909 S 12th Ave, Broadview, IL60155"	4	2	1849	1952	"6,250"	Coldwell Banker Residential Brokerage - Halsted	http://www.zillow.com/homedetails/2909-S-12th-Ave-Broadview-IL-60155/3776336_zpid/		0	67	2909 S 12th Ave	 Broadview	IL	60155
530							2	1	0		8.666666667	Condo For Sale	85000		7	"7413 Brookdale Dr APT 215, Darien, IL60561"	2	1		1967		Coldwell Banker Residential Brokerage - Downers Grove	http://www.zillow.com/homedetails/7413-Brookdale-Dr-APT-215-Darien-IL-60561/2104299948_zpid/		0	42	7413 Brookdale Dr APT 215	 Darien	IL	60561
531			1		"340,000"		3	1	0		4.666666667	House For Sale	449500		7	"3241 N Kenneth Ave, Chicago, IL60641"	3		3000	1996	"3,528"	Coldwell Banker Residential Brokerage - Lake View	http://www.zillow.com/homedetails/3241-N-Kenneth-Ave-Chicago-IL-60641/101286058_zpid/		60	73	3241 N Kenneth Ave	 Chicago	IL	60641
532							4	1	1		9.666666667	House For Sale	675000		7	"145 Burr Oak Ct, Deerfield, IL60015"	4		3382	1970		Coldwell Banker Residential Brokerage - Deerfield	http://www.zillow.com/homedetails/145-Burr-Oak-Ct-Deerfield-IL-60015/4913672_zpid/		0	46	145 Burr Oak Ct	 Deerfield	IL	60015
533							3	1	0		10	Condo For Sale	195000		7	"1056 Providence Ln, Buffalo Grove, IL60089"	3		1200	1994		Coldwell Banker Residential Brokerage - Northwest	http://www.zillow.com/homedetails/1056-Providence-Ln-Buffalo-Grove-IL-60089/2104299949_zpid/		0	47	1056 Providence Ln	 Buffalo Grove	IL	60089
534					"220,000"		6	1	1		7.666666667	Condo For Sale	285000		7	"2333 Central St APT 103, Evanston, IL60201"	3	2		1970		Coldwell Banker Residential Brokerage - Glencoe	http://www.zillow.com/homedetails/2333-Central-St-APT-103-Evanston-IL-60201/3376181_zpid/		0	82	2333 Central St APT 103	 Evanston	IL	60201
535							2	1	0		7.333333333	Condo For Sale	104900		7	"502 W Huntington Commons Rd APT 235, Mount Prospect, IL60056"	2	2		1976		Coldwell Banker Residential Brokerage - Northwest	http://www.zillow.com/homedetails/502-W-Huntington-Commons-Rd-APT-235-Mount-Prospect-IL-60056/3454722_zpid/		0	53	502 W Huntington Commons Rd APT 235	 Mount Prospect	IL	60056
536							2	1	0		5	Condo For Sale	110000		7	"7033 N Kedzie Ave APT 606, Chicago, IL60645"	2	2	1500	1967		Coldwell Banker Residential Brokerage - Edgebrook	http://www.zillow.com/homedetails/7033-N-Kedzie-Ave-APT-606-Chicago-IL-60645/3560388_zpid/		52	66	7033 N Kedzie Ave APT 606	 Chicago	IL	60645
537					"244,000"		4	1	0		8.666666667	House For Sale	239900		7	"244 Mccook Ct, Bartlett, IL60103"	4		1836	1978		Coldwell Banker Residential Brokerage - Lombard	http://www.zillow.com/homedetails/244-Mccook-Ct-Bartlett-IL-60103/4344775_zpid/		0	23	244 Mccook Ct	 Bartlett	IL	60103
538		1			"182,500"		6	1	0		9	Condo For Sale	285000		7	"50 Royal Ln, Bloomingdale, IL60108"	3	2	2240	1992		Coldwell Banker Residential Brokerage - Schaumburg	http://www.zillow.com/homedetails/50-Royal-Ln-Bloomingdale-IL-60108/4374437_zpid/		0	26	50 Royal Ln	 Bloomingdale	IL	60108
539					"153,900"		3	1	0		5.666666667	Foreclosure	184000		7	"1008 Beverly Dr, Wheeling, IL60090"	3		1321	1962	"8,559"	Coldwell Banker Residential Brokerage - Northwest	http://www.zillow.com/homedetails/1008-Beverly-Dr-Wheeling-IL-60090/3281132_zpid/		0	48	1008 Beverly Dr	 Wheeling	IL	60090
540					"365,000"		2	1	0		9	Condo For Sale	449900		7	"2500 N Lakeview Ave APT 302, Chicago, IL60614"	2	2	1350	1971		Coldwell Banker Residential Brokerage - Halsted	http://www.zillow.com/homedetails/2500-N-Lakeview-Ave-APT-302-Chicago-IL-60614/3726688_zpid/		78	93	2500 N Lakeview Ave APT 302	 Chicago	IL	60614
541	1				"330,000"		8	1	0		8	Foreclosure	624900		7	"696 Rienzi Ln, Highwood, IL60040"	5		2844	1999	"7,270"	Coldwell Banker Residential Brokerage - Deerfield	http://www.zillow.com/homedetails/696-Rienzi-Ln-Highwood-IL-60040/51681919_zpid/		0	55	696 Rienzi Ln	 Highwood	IL	60040
542		1	1		"307,500"		3	1	0	1	9.333333333	House For Sale	395000		7	"416 Pine Ct, Lake Bluff, IL60044"	3	2	2500	1954	10890	Coldwell Banker Residential Brokerage - Lake Forest	http://www.zillow.com/homedetails/416-Pine-Ct-Lake-Bluff-IL-60044/4853992_zpid/		0	36	416 Pine Ct	 Lake Bluff	IL	60044
543							3	1	1		6.666666667	House For Sale	220000		7	"4456 W Swallowtail Dr, Waukegan, IL60085"	3		1358	1994	"6,969"	Coldwell Banker Residential Brokerage - Libertyville	http://www.zillow.com/homedetails/4456-W-Swallowtail-Dr-Waukegan-IL-60085/4804129_zpid/		0	20	4456 W Swallowtail Dr	 Waukegan	IL	60085
